,MEG,MEG-NoLink,TUC-SSC1,TUC-SSC2,TUC-SSC2-NoLink,UC-SSC
RootRelax_Val,46747580.333333336,46699643.083333336,47725125.25,47759909.5,47643970.166666664,39559005.141666666
