Model,MEG,MEG,MEG,MEG,MEG-NoLink,MEG-NoLink,MEG-NoLink,MEG-NoLink,TUC-SSC1,TUC-SSC1,TUC-SSC1,TUC-SSC1,TUC-SSC2,TUC-SSC2,TUC-SSC2,TUC-SSC2,TUC-SSC2-NoLink,TUC-SSC2-NoLink,TUC-SSC2-NoLink,TUC-SSC2-NoLink,UC-SSC,UC-SSC,UC-SSC,UC-SSC
,BB_T,CPU_T,Presolve_T,RootRelax_T,BB_T,CPU_T,Presolve_T,RootRelax_T,BB_T,CPU_T,Presolve_T,RootRelax_T,BB_T,CPU_T,Presolve_T,RootRelax_T,BB_T,CPU_T,Presolve_T,RootRelax_T,BB_T,CPU_T,Presolve_T,RootRelax_T
System,,,,,,,,,,,,,,,,,,,,,,,,
1,5.14635,12.68885,1.3915000000000002,6.151,10.146249999999998,32.84725,17.2595,5.4415,4.93085,12.12485,2.0780000000000003,5.116,3.6766000000000005,10.304599999999999,2.056,4.572,6.088400000000001,21.4084,10.878,4.442,59.756150000000005,70.75264999999999,2.6205,8.376000000000001
2,78.6207,95.23870000000001,2.1885,14.4295,141.91385,181.06835,22.5715,16.583000000000002,55.33305,70.23305,2.856,12.044,47.1149,62.0389,2.6734999999999998,12.250499999999999,98.32445,132.18545,17.515,16.346,350.5259,366.7994,3.9899999999999998,12.2835
3,20.8035,27.773000000000003,1.7125,5.257,26.898449999999997,40.84445,9.264,4.682,13.551849999999998,21.66285,3.053,5.058,12.719899999999999,20.628899999999998,2.9245,4.9845,19.2822,33.737700000000004,9.872,4.5835,809.8717,829.0317000000001,4.1455,15.014500000000002
4,91.37595,113.32845,4.424,17.5285,94.4007,174.7247,58.736000000000004,21.588,70.28785,97.28135,6.976000000000001,20.017500000000002,57.0474,82.0534,6.5235,18.482499999999998,87.11699999999999,159.026,47.721999999999994,24.187,5580.70645,5670.37845,9.894,79.77799999999999
5,5905.82485,6103.260850000001,22.1825,175.2535,9767.09905,10664.021550000001,379.591,517.3315,4443.4986499999995,4736.88265,20.735,272.649,4619.835,4906.3805,20.6345,265.911,8763.4188,9315.9663,188.701,363.8465,9167.14225,10241.70275,26.1445,1048.416
6,6853.200999999999,6918.8054999999995,24.127000000000002,41.4775,7220.126549999999,7795.378049999999,460.4925,114.75899999999999,5212.45225,5320.79125,30.160000000000004,78.179,5014.54695,5113.26645,30.1975,68.522,5213.9681,5675.5936,362.1875,99.438,,,34.4055,755.4615
