,MEG,MEG-NoLink,TUC-SSC1,TUC-SSC2,TUC-SSC2-NoLink,UC-SSC
Nodes,22753.55,17115.883333333335,30645.183333333334,41124.566666666666,44906.15833333333,1696.3
