,MEG,MEG-NoLink,TUC-SSC1,TUC-SSC2,TUC-SSC2-NoLink,UC-SSC
CPU_T,2211.849225,3148.1473916666664,1709.8293333333334,1699.112125,2556.319575,3435.73299
Presolve_T,9.337666666666667,157.98575,10.976333333333335,10.834916666666667,106.14591666666666,13.533333333333333
RootRelax_T,43.3495,113.39750000000001,65.51058333333334,62.45375,85.47383333333333,319.88824999999997
BB_T,2159.1620583333333,2876.7641416666665,1633.3424166666666,1625.8234583333333,2364.699825,3193.60049
